lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
6-2,practice,no,paragraph,"A gym membership costs $25 per month plus a $40 signup fee. Write an expression using m for months, then evaluate it for 6 months and 12 months. Explain what each part of the expression represents.",,,0,
6-2,practice,no,paragraph,Complete the table.,,,0,
6-2,quiz,yes,mc,Evaluate 3 + 4 × 2².,19 | 28 | 56 | 14,19,1,"Order of operations: 2² = 4, then 4 × 4 = 16, then 3 + 16 = 19."
6-2,quiz,yes,mc,Evaluate (8 − 3)² + 6.,31 | 19 | 61 | 25,31,1,"(8 − 3)² = 5² = 25, then 25 + 6 = 31."
6-2,quiz,yes,mc,"If a = 4, what is 2a + 5?",13 | 9 | 20 | 11,13,1,2 × 4 + 5 = 8 + 5 = 13.
6-2,quiz,yes,mc,Evaluate 24 ÷ (2 + 4) × 3.,12 | 1.33 | 4 | 18,12,1,2 + 4 = 6; 24 ÷ 6 = 4; 4 × 3 = 12.
6-2,quiz,yes,mc,Evaluate 3x + 7 when x = 4.,19 | 34 | 12 | 14,19,1,3(4) + 7 = 12 + 7 = 19.
6-2,quiz,yes,mc,Evaluate 20 − 2n when n = 6.,8 | 14 | 32 | 12,8,1,20 − 2(6) = 20 − 12 = 8.
6-2,quiz,yes,mc,Which expression means '5 less than twice a number n'?,2n − 5 | 5 − 2n | 2(n − 5) | 2 − 5n,2n − 5,1,Twice n is 2n. Five less than that is 2n − 5.
6-2,quiz,yes,mc,Evaluate 4m + 1 when m = 5.,21 | 20 | 9 | 25,21,1,4(5) + 1 = 20 + 1 = 21.
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  5a + 2 = 17,Greater than 15 | 15 or less,Greater than 15,1,
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  6a = 18,Greater than 15 | 15 or less,Greater than 15,1,
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  a² + 7 = 16,Greater than 15 | 15 or less,Greater than 15,1,
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  4a − 1 = 11,Greater than 15 | 15 or less,15 or less,1,
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  2a + 5 = 11,Greater than 15 | 15 or less,15 or less,1,
6-2,quiz,yes,mc,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not. /  / Where does this belong?  10 − a = 7,Greater than 15 | 15 or less,15 or less,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / 3x when x=4,5 | 10 | 5 | 25 | 7 | 12,12,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / x² when x=5,12 | 5 | 25 | 10 | 5 | 7,25,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / 2x+1 when x=3,12 | 10 | 25 | 7 | 5 | 5,7,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / x/2 when x=10,25 | 5 | 12 | 5 | 10 | 7,5,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / 4x−3 when x=2,5 | 5 | 12 | 7 | 25 | 10,5,1,
6-2,quiz,yes,mc,Match each expression to its value. /  / x²+1 when x=3,12 | 7 | 5 | 5 | 10 | 25,10,1,
6-2,quiz,yes,mc,Exit Ticket: Evaluate 5(n − 3) + 2 when n = 7.,22 | 32 | 17 | 36,22,1,5(7 − 3) + 2 = 5(4) + 2 = 20 + 2 = 22.
6-3,notes,no,short,A letter that stands for an unknown number is a ___.,,,0,
6-3,notes,no,short,"A math phrase with variables, numbers, and operations but no equal sign is an ___.",,,0,
6-3,notes,no,short,"The number multiplied by a variable, like the 7 in 7n, is the ___.",,,0,
6-3,notes,no,short,"A term that is just a number and never changes, like the 5 in 3x + 5, is a ___.",,,0,
6-3,notes,no,short,Terms with the same variable part are ___.,,,0,
6-3,notes,no,paragraph,"Tickets cost $12 each with a flat $50 venue fee. If t is the number of tickets, how would you write an expression for total revenue, and which part changes with the crowd?",,,0,
6-3,notes,no,paragraph,How do you turn words into an expression? Why does '12 less than a number g' become g − 12 and not 12 − g?,,,0,
6-3,notes,no,paragraph,"A studio charges a $25 setup fee plus $8 per recording hour. With h hours, what expression models the cost, and what does each part represent?",,,0,
6-3,notes,no,paragraph,What key words helped you decide which operation to use? How can the same phrase be written differently?,,,0,
6-3,notes,no,paragraph,Write an expression for the total cost. What does each part of the expression represent?,,,0,
6-3,practice,no,mc,Which expression means '5 more than a number n'?,n + 5 | 5n | n − 5 | 5 − n,,0,
6-3,practice,no,mc,Which expression means 'the product of 7 and a number x'?,7x | 7 + x | x − 7 | x ÷ 7,,0,
6-3,practice,no,mc,Write 'a number y divided by 4' as an expression.,y/4 | 4y | y − 4 | 4 − y,,0,
6-3,practice,no,mc,Which expression means '3 less than twice a number m'?,2m − 3 | 3 − 2m | 2(m − 3) | 3m − 2,,0,
6-3,practice,no,mc,Which expression represents 'the product of 6 and a number n'?,6n | 6 + n | n − 6 | n ÷ 6,,0,
6-3,practice,no,mc,Which expression represents '9 less than a number y'?,y − 9 | 9 − y | y + 9 | 9y,,0,
6-3,practice,no,mc,Which expression represents 'the sum of a number m and 15'?,m + 15 | m − 15 | 15m | m ÷ 15,,0,
6-3,practice,no,mc,Which key word tells you to multiply?,Product | Sum | Difference | Quotient,,0,
6-3,practice,no,paragraph,Sort each key word by the operation it represents.,,,0,
6-3,practice,no,paragraph,Match each word phrase to its correct algebraic expression.,,,0,
6-3,practice,no,paragraph,Match each word phrase to its algebraic expression.,,,0,
6-3,practice,no,paragraph,Complete the table.,,,0,
6-3,practice,no,paragraph,Are these two expressions equivalent? Left: 'the sum of 3 and a number n' → 3 + n. Right: 'a number n increased by 3' → n + 3.,,,0,
6-3,practice,no,paragraph,Find the Translation Error,,,0,
6-3,practice,no,paragraph,"Write a real-world situation that could be modeled by the expression 4n + 10. Explain what the variable n represents, what the coefficient 4 means, and what the constant 10 represents.",,,0,
6-3,practice,no,paragraph,Complete the table.,,,0,
6-3,quiz,yes,mc,Which expression means '5 more than a number n'?,n + 5 | 5n | n − 5 | 5 − n,n + 5,1,'More than' means addition: n + 5.
6-3,quiz,yes,mc,Which expression means 'the product of 7 and a number x'?,7x | 7 + x | x − 7 | x ÷ 7,7x,1,'Product' means multiplication: 7x.
6-3,quiz,yes,mc,Write 'a number y divided by 4' as an expression.,y/4 | 4y | y − 4 | 4 − y,y/4,1,'Divided by 4' means y/4.
6-3,quiz,yes,mc,Which expression means '3 less than twice a number m'?,2m − 3 | 3 − 2m | 2(m − 3) | 3m − 2,2m − 3,1,Twice a number is 2m; '3 less' subtracts 3: 2m − 3.
6-3,quiz,yes,mc,Which expression represents 'the product of 6 and a number n'?,6n | 6 + n | n − 6 | n ÷ 6,6n,1,"'Product' means multiplication, so the product of 6 and n is 6n."
6-3,quiz,yes,mc,Which expression represents '9 less than a number y'?,y − 9 | 9 − y | y + 9 | 9y,y − 9,1,"'Less than' means subtract from the number, so it's y − 9."
6-3,quiz,yes,mc,Which expression represents 'the sum of a number m and 15'?,m + 15 | m − 15 | 15m | m ÷ 15,m + 15,1,"'Sum' means addition, so the sum of m and 15 is m + 15."
6-3,quiz,yes,mc,Which key word tells you to multiply?,Product | Sum | Difference | Quotient,Product,1,"'Product' means multiplication. 'Sum' means addition, 'difference' means subtraction, and 'quotient' means division."
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  sum,Addition | Subtraction | Multiplication,Addition,1,
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  more than,Addition | Subtraction | Multiplication,Addition,1,
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  difference,Addition | Subtraction | Multiplication,Subtraction,1,
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  less than,Addition | Subtraction | Multiplication,Subtraction,1,
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  product,Addition | Subtraction | Multiplication,Multiplication,1,
6-3,quiz,yes,mc,Sort each key word by the operation it represents. /  / Where does this belong?  times,Addition | Subtraction | Multiplication,Multiplication,1,
6-3,quiz,yes,mc,Match each word phrase to its algebraic expression. /  / the product of 5 and n,2x + 3 | y ÷ 4 | z + 7 | p + 12 | w − 8 | 5n,5n,1,
6-3,quiz,yes,mc,Match each word phrase to its algebraic expression. /  / 8 less than a number w,z + 7 | 2x + 3 | y ÷ 4 | 5n | p + 12 | w − 8,w − 8,1,
6-3,quiz,yes,mc,Match each word phrase to its algebraic expression. /  / a number p increased by 12,2x + 3 | w − 8 | z + 7 | y ÷ 4 | 5n | p + 12,p + 12,1,
6-3,quiz,yes,mc,"Match each word phrase to its algebraic expression. /  / twice a number x, plus 3",y ÷ 4 | p + 12 | 5n | 2x + 3 | w − 8 | z + 7,2x + 3,1,
6-3,quiz,yes,mc,Match each word phrase to its algebraic expression. /  / a number y divided by 4,5n | z + 7 | w − 8 | 2x + 3 | p + 12 | y ÷ 4,y ÷ 4,1,
6-3,quiz,yes,mc,Match each word phrase to its algebraic expression. /  / 7 more than a number z,2x + 3 | z + 7 | y ÷ 4 | 5n | w − 8 | p + 12,z + 7,1,
6-3,quiz,yes,mc,Exit Ticket: Which expression represents '3 more than twice a number n'?,2n + 3 | 3n + 2 | 2(n + 3) | 2 + 3n,2n + 3,1,'Twice a number n' is 2n. '3 more than' means + 3. So the expression is 2n + 3.
6-4,notes,no,short,"The rule that order does not change a sum or product, like a + b = b + a, is the ___.",,,0,
6-4,notes,no,short,"The rule that grouping does not change a sum or product, like (a + b) + c = a + (b + c), is the ___.",,,0,
6-4,notes,no,short,The rule that adding 0 or multiplying by 1 keeps a number the same is the ___.,,,0,
6-4,notes,no,short,A rule that is always true in math is a ___.,,,0,
6-4,notes,no,short,A number multiplied by a variable is a ___.,,,0,
6-4,notes,no,short,Terms with the same variable part are ___.,,,0,
6-4,notes,no,paragraph,"The band has 3 guitarists, 5 drummers, and 2 keyboard players. Whether you seat guitarists or drummers first, you still have 10 musicians. Which property explains this, and why does it work?",,,0,
6-4,notes,no,paragraph,How can you tell the commutative property from the associative property? Use 6 + 9 = 9 + 6 and (3 + 5) + 2 = 3 + (5 + 2) to explain.,,,0,
6-4,notes,no,paragraph,"To find 4 × 17 × 25 mentally, the engineer rearranges to 4 × 25 × 17 = 100 × 17. Which properties did she use, and why does rearranging help?",,,0,
6-4,notes,no,paragraph,How can you tell the difference between the commutative and associative properties? What clue helps you decide?,,,0,
6-4,notes,no,paragraph,"What properties did the engineer use, and why does rearranging make the calculation easier?",,,0,
6-4,practice,no,mc,Which property is shown by 4 + 7 = 7 + 4?,Commutative Property of Addition | Associative Property | Distributive Property | Identity Property,,0,
6-4,practice,no,mc,Which property is shown by (2 × 3) × 5 = 2 × (3 × 5)?,Associative Property of Multiplication | Commutative Property | Distributive Property | Identity Property,,0,
6-4,practice,no,mc,What number completes the Identity Property: 9 × ___ = 9?,1 | 0 | 9 | 81,,0,
6-4,practice,no,mc,Which equation shows the Distributive Property?,3(x + 2) = 3x + 6 | 3 + x = x + 3 | (3x)y = 3(xy) | x + 0 = x,,0,
6-4,practice,no,mc,Which property is shown? 5 + 13 = 13 + 5,Commutative Property | Associative Property | Identity Property | Distributive Property,,0,
6-4,practice,no,mc,Which property is shown? (6 × 3) × 2 = 6 × (3 × 2),Associative Property | Commutative Property | Identity Property | Distributive Property,,0,
6-4,practice,no,mc,Which property is shown? 47 + 0 = 47,Identity Property | Commutative Property | Associative Property | Distributive Property,,0,
6-4,practice,no,mc,Which property lets you rearrange 8 × 5 to 5 × 8?,Commutative Property | Associative Property | Identity Property | Distributive Property,,0,
6-4,practice,no,paragraph,Sort each equation by the property it shows.,,,0,
6-4,practice,no,paragraph,Match each equation with the property it demonstrates.,,,0,
6-4,practice,no,paragraph,Match each equation to its property.,,,0,
6-4,practice,no,paragraph,Complete the table.,,,0,
6-4,practice,no,paragraph,Do both sides equal the same value? Identify which property proves it. Left: (3 + 8) + 2. Right: 3 + (8 + 2).,,,0,
6-4,practice,no,paragraph,Find the Property Error,,,0,
6-4,practice,no,paragraph,Explain why the commutative property works for addition and multiplication but NOT for subtraction and division. Give a specific number example for each operation to prove your point.,,,0,
6-4,practice,no,paragraph,Complete the table.,,,0,
6-4,quiz,yes,mc,Which property is shown by 4 + 7 = 7 + 4?,Commutative Property of Addition | Associative Property | Distributive Property | Identity Property,Commutative Property of Addition,1,Changing the order of addends shows the Commutative Property.
6-4,quiz,yes,mc,Which property is shown by (2 × 3) × 5 = 2 × (3 × 5)?,Associative Property of Multiplication | Commutative Property | Distributive Property | Identity Property,Associative Property of Multiplication,1,Changing the grouping shows the Associative Property.
6-4,quiz,yes,mc,What number completes the Identity Property: 9 × ___ = 9?,1 | 0 | 9 | 81,1,1,Multiplying by 1 keeps the value the same.
6-4,quiz,yes,mc,Which equation shows the Distributive Property?,3(x + 2) = 3x + 6 | 3 + x = x + 3 | (3x)y = 3(xy) | x + 0 = x,3(x + 2) = 3x + 6,1,Distributing 3 over (x + 2) gives 3x + 6.
6-4,quiz,yes,mc,Which property is shown? 5 + 13 = 13 + 5,Commutative Property | Associative Property | Identity Property | Distributive Property,Commutative Property,1,"The order of the addends changed, so this is the Commutative Property of Addition."
6-4,quiz,yes,mc,Which property is shown? (6 × 3) × 2 = 6 × (3 × 2),Associative Property | Commutative Property | Identity Property | Distributive Property,Associative Property,1,"The grouping (parentheses) changed but the order stayed the same, so this is the Associative Property of Multiplication."
6-4,quiz,yes,mc,Which property is shown? 47 + 0 = 47,Identity Property | Commutative Property | Associative Property | Distributive Property,Identity Property,1,"Adding 0 does not change the value, so this is the Identity Property of Addition."
6-4,quiz,yes,mc,Which property lets you rearrange 8 × 5 to 5 × 8?,Commutative Property | Associative Property | Identity Property | Distributive Property,Commutative Property,1,Changing the order of factors is the Commutative Property of Multiplication.
6-4,quiz,yes,mc,Sort each equation by the property it shows. /  / Where does this belong?  9 + 4 = 4 + 9,Commutative | Associative | Identity,Commutative,1,
6-4,quiz,yes,mc,Sort each equation by the property it shows. /  / Where does this belong?  7 × 1 = 7,Commutative | Associative | Identity,Identity,1,
6-4,quiz,yes,mc,Sort each equation by the property it shows. /  / Where does this belong?  (5 + 1) + 3 = 5 + (1 + 3),Commutative | Associative | Identity,Associative,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  a + b = b + a,Commutative | Associative | Identity,Commutative,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  x × 1 = x,Commutative | Associative | Identity,Identity,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  (m + n) + p = m + (n + p),Commutative | Associative | Identity,Associative,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  c × d = d × c,Commutative | Associative | Identity,Commutative,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  y + 0 = y,Commutative | Associative | Identity,Identity,1,
6-4,quiz,yes,mc,Match each equation with the property it demonstrates. /  / Where does this belong?  (a × b) × c = a × (b × c),Commutative | Associative | Identity,Associative,1,
6-4,quiz,yes,mc,Match each equation to its property. /  / 7 + 9 = 9 + 7,Identity (Mult) | Commutative (Mult) | Associative (Mult) | Identity (Add) | Associative (Add) | Commutative (Add),Commutative (Add),1,
6-4,quiz,yes,mc,Match each equation to its property. /  / (2 × 5) × 3 = 2 × (5 × 3),Identity (Mult) | Identity (Add) | Associative (Add) | Associative (Mult) | Commutative (Add) | Commutative (Mult),Associative (Mult),1,
6-4,quiz,yes,mc,Match each equation to its property. /  / 15 × 1 = 15,Identity (Add) | Commutative (Mult) | Identity (Mult) | Associative (Add) | Associative (Mult) | Commutative (Add),Identity (Mult),1,
6-4,quiz,yes,mc,Match each equation to its property. /  / 0 + 23 = 23,Commutative (Add) | Identity (Add) | Identity (Mult) | Associative (Mult) | Associative (Add) | Commutative (Mult),Identity (Add),1,
6-4,quiz,yes,mc,Match each equation to its property. /  / 6 × 4 = 4 × 6,Commutative (Add) | Associative (Mult) | Commutative (Mult) | Identity (Mult) | Associative (Add) | Identity (Add),Commutative (Mult),1,
